StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0,Q1,Q3,Q2,Q28,Q11,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q4,Q5,Q1,Q2_NPS_GROUP,Q2,Q8_NPS_GROUP,Q8,Q29_NPS_GROUP,Q29,Q9_NPS_GROUP,Q9,Q31_NPS_GROUP,Q31,Q32_NPS_GROUP,Q32,Q10_NPS_GROUP,Q10,Q33_NPS_GROUP,Q33,Q34_NPS_GROUP,Q34,Q36_NPS_GROUP,Q36,Q37_NPS_GROUP,Q37,Q38_NPS_GROUP,Q38,Q39_NPS_GROUP,Q39,Q40_NPS_GROUP,Q40,Q41_NPS_GROUP,Q41,Q43_NPS_GROUP,Q43,Q44_NPS_GROUP,Q44,Q45_NPS_GROUP,Q45,Q14_1,Q14_2,Q14_3,Q_DataPolicyViolations
2023-04-09 06:04:36,2023-04-09 06:05:56,4,120.18.24.197,100,79,1,2023-04-16 08:08:30,R_eb4726awBvtb0CW,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,3,1,4,3,2,"2,3",3,2,1,4,,,,,,,1,6,,,,,2,7,,,,,1,5,,,,,1,6,,,,,,,1,5,4,5,4,
2023-04-09 06:01:57,2023-04-09 06:02:43,4,120.17.44.149,100,46,1,2023-04-16 08:08:30,R_enSChaB6LgFjt4y,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,3,2,4,1,2,3,2,2,1,,,3,9,,,1,3,,,,,2,8,,,,,1,3,,,,,1,5,,,,,,,1,5,,,,,,
2023-04-09 06:13:01,2023-04-09 06:14:42,4,170.178.185.50,26,101,0,2023-04-16 08:08:30,R_0BWvH4fNcyu9Xv0,,,,,,,anonymous,EN,3,2,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05 23:44:51,2023-04-09 04:52:39,4,120.18.105.202,100,277668,1,2023-04-16 08:08:30,R_0fG38mTQpBIa9RY,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,3,2,2,1,2,3,,4,4,3,,,,,1,5,,,,,2,7,,,,,1,6,,,,,1,6,,,,,1,5,1,4,,,,,,,,
2023-04-09 06:03:25,2023-04-09 06:04:32,4,120.18.24.197,100,66,1,2023-04-16 08:08:30,R_1SWfiLHvcLrXAtU,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,3,3,2,1,4,1,2,2,1,5,,,,,,,1,5,,,,,1,4,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,
2023-04-12 21:40:52,2023-04-15 22:42:43,4,103.120.10.196,100,262910,1,2023-04-16 08:08:30,R_2ozB1HYcAGSMwBM,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,1,1,4,3,1,1,2,4,3,4,1,"1,2",2,8,1,6,,,2,8,1,4,,,1,4,2,7,,,1,6,2,8,,,1,6,2,7,,,,,1,4,2,7,3,5,4,
2023-04-09 06:10:49,2023-04-09 06:11:07,4,101.184.42.72,3,17,0,2023-04-16 08:08:30,R_3QUciEctqTVbI58,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:51:22,2023-04-09 05:52:18,4,120.18.105.202,100,55,1,2023-04-16 08:08:30,R_3XchJhbLajaMOMu,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,2,2,4,1,3,2,4,3,3,3,,,,,1,5,,,,,1,6,,,,,2,7,,,,,2,7,,,,,2,8,1,6,,,,,4,4,4,
2023-04-02 08:07:00,2023-04-02 08:27:53,4,103.120.10.196,100,1252,1,2023-04-16 08:08:30,R_4PbaF3vIMD2Nfq6,,,,,-33.8715,151.2006,anonymous,EN,2,2,2,2,2,2,2,1,2,3,4,1,4,"2,3",2,8,,,2,8,,,2,8,2,8,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,
2023-04-09 06:14:10,2023-04-09 06:14:24,4,101.113.147.64,3,13,0,2023-04-16 08:08:30,R_57O3dDtNGDgNVjM,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:46:54,2023-04-09 05:47:32,4,120.18.105.202,100,37,1,2023-04-16 08:08:30,R_6EGiAKFo06Dtsp0,,,,,-33.8715,151.2006,anonymous,EN,,2,2,1,1,1,1,3,1,2,4,2,1,2,2,7,,,,,,,2,7,,,,,1,6,,,,,2,7,,,,,2,8,,,,,,,2,7,,,,
2023-04-02 08:03:58,2023-04-02 20:25:28,4,43.252.112.166,29,44490,0,2023-04-16 08:08:30,R_6FLhSPbxayN25Po,,,,,,,anonymous,EN,2,2,1,4,3,3,2,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12 20:52:51,2023-04-12 20:54:33,4,103.120.10.196,100,101,1,2023-04-16 08:08:30,R_6LmBcLjzpvILcsC,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,3,2,2,4,1,2,3,1,1,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,,,
2023-04-09 06:59:16,2023-04-09 07:00:03,4,120.18.105.202,100,46,1,2023-04-16 08:08:30,R_6PsX5qEEC2275oW,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,2,2,1,2,3,1,4,"2,4",3,"1,2",1,4,2,8,,,1,5,2,8,,,1,6,2,8,,,1,6,2,8,,,1,6,2,8,,,,,2,7,2,8,3,4,4,
2023-04-09 05:55:50,2023-04-09 05:57:00,4,120.18.157.86,100,70,1,2023-04-16 08:08:30,R_6QlQYP0Dr9VFUkC,,,,,-33.8715,151.2006,anonymous,EN,3,1,1,5,4,3,1,3,2,4,1,1,1,"1,2",1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,5,1,6,,,1,6,1,6,,,,,1,5,1,5,,,,
2023-04-09 05:59:09,2023-04-09 06:00:44,4,120.18.24.197,100,94,1,2023-04-16 08:08:30,R_6WHbIm0Z0g6vuAK,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,3,2,3,1,4,"1,2",2,"1,2",1,6,1,6,,,2,7,1,6,,,2,7,1,6,,,1,6,1,6,,,1,6,1,6,,,,,1,5,1,6,,,,
2023-04-09 06:23:24,2023-04-09 06:23:56,4,220.245.63.242,3,31,0,2023-04-16 08:08:30,R_7QmEKxInNb8JnqC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12 21:01:06,2023-04-12 21:02:01,4,103.120.10.196,100,55,1,2023-04-16 08:08:30,R_7Wf9fv5E0mHFWMm,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,2,2,2,4,2,3,1,1,1,1,,,1,4,,,1,4,,,,,1,4,,,,,1,4,,,,,1,4,,,,,,,1,4,,,,,,
2023-04-06 04:24:48,2023-04-06 04:38:22,4,,100,813,1,2023-04-16 08:08:30,R_8BUv9elpZ7u6DcO,,,,,-33.8715,151.2006,preview,EN,3,2,1,4,,3,3,1,3,4,2,,1,"1,2,3",3,9,2,7,3,9,,,3,9,3,9,,,,,,,1,3,3,10,1,2,,,,,,,,,,,,,,,,
2023-04-02 08:19:49,2023-04-02 08:23:35,4,124.168.224.211,100,225,1,2023-04-16 08:08:30,R_9M5wlEvpfJHg2a2,,,,,-33.8715,151.2006,anonymous,EN,2,2,3,3,4,2,1,,1,2,,1,1,"1,2,3",3,9,2,8,2,7,2,7,3,9,2,8,2,8,2,8,2,8,3,9,3,9,3,9,2,8,2,8,2,8,3,9,3,9,3,9,,,,
2023-04-09 05:45:33,2023-04-09 05:46:08,4,120.18.157.86,100,34,1,2023-04-16 08:08:30,R_9nmjVXLWqDKQRiS,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,4,2,1,2,3,2,1,4,2,1,1,,,1,3,,,1,4,,,,,1,4,,,,,1,4,,,,,1,3,,,,,,,1,5,,,,,,
2023-04-09 05:46:14,2023-04-09 05:47:02,4,120.18.157.86,100,48,1,2023-04-16 08:08:30,R_9trTYs3mfRNP1zM,,,,,-33.8715,151.2006,anonymous,EN,,2,2,2,3,2,3,3,2,1,4,"1,2,3",2,2,1,6,,,,,,,1,5,,,,,1,4,,,,,1,6,,,,,1,4,,,,,,,1,5,4,4,3,
2023-04-09 05:54:13,2023-04-09 05:56:57,4,1.144.29.108,100,163,1,2023-04-16 08:08:30,R_b7sORyfGFwHjSl0,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,4,3,4,1,2,"1,3,11",2,"1,2",2,8,2,8,,,2,8,2,8,,,2,7,2,7,,,3,10,3,10,,,3,9,3,9,,,,,3,9,3,9,5,5,5,
2023-04-12 20:51:05,2023-04-12 20:53:28,4,73.167.207.118,100,142,1,2023-04-16 08:08:30,R_b8wHnUrBRJBu2Ee,,,,,42.3427,-71.0922,anonymous,EN,3,1,3,4,4,1,4,3,1,2,4,1,2,"2,3",2,7,,,2,8,,,2,7,2,7,,,2,7,1,6,,,2,8,1,5,,,2,8,1,6,2,8,,,1,5,,,,
2023-04-09 05:54:48,2023-04-09 05:55:23,4,120.18.157.86,100,34,1,2023-04-16 08:08:30,R_bk1DP5fLnOZ2bdQ,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,2,3,3,1,2,4,2,2,1,,,1,5,,,1,4,,,,,1,6,,,,,1,4,,,,,1,5,,,,,,,1,4,,,,,,
2023-04-09 05:59:15,2023-04-09 06:01:39,4,120.18.157.86,100,143,1,2023-04-16 08:08:30,R_cBnFlgoJ6XhZidg,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,2,1,2,1,3,4,"1,2",2,1,,,1,5,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,6,,,,,,
2023-04-09 05:42:55,2023-04-09 05:44:22,4,120.18.105.202,100,86,1,2023-04-16 08:08:30,R_cvvav3xAkon6lnw,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,1,3,1,2,3,4,4,5,"1,2,3",3,9,1,3,3,9,1,3,2,8,2,8,1,3,2,8,2,7,1,3,1,6,2,7,1,6,1,6,2,8,1,6,1,6,1,6,3,4,4,
2023-04-12 20:55:43,2023-04-12 21:06:20,4,150.203.68.11,100,636,1,2023-04-16 08:08:30,R_dj7X4DRhRkUBbLw,,,,,-35.2828,149.1283,anonymous,EN,3,2,3,4,3,2,3,4,1,2,3,1,2,"1,3",,,2,8,2,8,2,8,,,3,9,3,10,,,3,10,3,9,,,1,5,2,7,,,2,7,3,9,2,7,,,,,,
2023-04-09 05:43:21,2023-04-09 05:44:10,4,120.18.157.86,100,49,1,2023-04-16 08:08:30,R_dnWluMgug3JVYDY,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,2,1,1,2,3,1,4,3,1,1,,,1,3,,,1,3,,,,,1,3,,,,,1,3,,,,,1,3,,,,,,,1,4,,,2,4,4,
2023-04-02 08:25:07,2023-04-02 08:33:20,4,104.28.125.2,100,493,1,2023-04-16 08:08:30,R_eEfvId1dJFaDXq6,,,,,-33.8715,151.2006,anonymous,EN,2,2,2,2,3,2,3,2,3,4,1,3,4,1,,,1,6,,,3,9,,,,,2,8,,,,,2,8,,,,,2,8,,,,,,,2,8,,,,,,
2023-04-09 05:54:58,2023-04-09 05:55:44,4,120.18.105.202,100,46,1,2023-04-16 08:08:30,R_efgwzWQYXNj7PRc,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,3,2,4,1,2,3,"3,4",4,3,,,,,2,7,,,,,2,8,,,,,2,8,,,,,3,9,,,,,3,9,3,9,,,,,4,4,5,
2023-04-10 04:57:49,2023-04-10 04:58:58,4,124.170.179.144,100,68,1,2023-04-16 08:08:30,R_ezbW8h7JSrIU9XU,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,2,2,2,1,3,4,"1,2",1,2,2,7,,,,,,,1,5,,,,,2,7,,,,,2,8,,,,,2,7,,,,,,,1,4,,,,
2023-04-09 06:03:35,2023-04-09 06:04:40,4,120.18.157.86,100,65,1,2023-04-16 08:08:30,R_0eSqy29drTHrs6G,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,1,3,3,2,1,4,"1,2",1,1,,,1,4,,,1,6,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,,,
2023-04-09 06:02:28,2023-04-09 06:03:30,4,120.18.157.86,100,61,1,2023-04-16 08:08:30,R_1N3VeAFmhkS0eou,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,2,2,3,2,4,1,2,2,2,1,6,,,,,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-10 04:35:50,2023-04-10 04:37:10,4,124.170.179.144,100,79,1,2023-04-16 08:08:30,R_3l2UkJDNYzLzt7E,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,3,1,4,2,3,1,4,"1,2",1,2,1,6,,,,,,,1,6,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-09 06:06:27,2023-04-09 06:59:09,4,120.18.105.202,100,3162,1,2023-04-16 08:08:30,R_3wVHMdcFlHmA5HE,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,1,2,2,2,1,3,4,2,"3,11",2,"1,2,3",2,7,2,7,2,7,2,8,2,8,2,8,3,9,3,9,3,9,1,5,1,6,2,7,2,7,2,7,2,8,2,7,2,7,2,8,3,4,4,
2023-04-09 05:38:45,2023-04-09 05:40:00,4,120.18.105.202,100,75,1,2023-04-16 08:08:30,R_6gowcBRLhmepfF4,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,1,1,1,5,1,2,4,3,4,2,"1,2",1,4,3,9,,,1,5,1,6,,,2,7,1,6,,,1,5,1,6,,,1,5,1,5,,,,,1,5,2,7,4,2,1,
2023-04-09 06:06:01,2023-04-09 06:07:26,4,120.18.157.86,100,84,1,2023-04-16 08:08:30,R_6uskkSpvqh1Cd5s,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,3,2,3,3,2,1,4,"1,2",2,"1,2",2,8,1,5,,,1,5,1,6,,,1,6,1,6,,,2,7,1,6,,,1,5,2,7,,,,,1,5,1,5,,,,
2023-04-09 05:57:44,2023-04-09 05:58:26,4,120.18.157.86,100,42,1,2023-04-16 08:08:30,R_7NFKrlTt2MOOhuK,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,4,2,4,3,2,1,4,"1,2",1,2,2,7,,,,,,,2,7,,,,,1,5,,,,,1,5,,,,,1,6,,,,,,,1,5,,,,
2023-04-09 05:44:42,2023-04-09 05:45:25,4,120.18.157.86,100,42,1,2023-04-16 08:08:30,R_87cBJQs6FyryKsC,,,,,-33.8715,151.2006,anonymous,EN,3,1,2,4,4,2,2,2,3,4,1,"1,2",2,1,,,1,4,,,1,5,,,,,1,3,,,,,1,4,,,,,1,3,,,,,,,1,3,,,,,,
2023-04-09 05:52:28,2023-04-09 05:53:16,4,120.18.105.202,100,47,1,2023-04-16 08:08:30,R_8djdZbsIazhc4ia,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,3,4,1,3,2,4,"3,4",2,2,2,7,,,,,,,2,8,,,,,2,8,,,,,3,9,,,,,3,10,,,,,,,3,9,2,5,2,
2023-04-02 08:29:09,2023-04-02 08:30:56,4,103.120.10.196,100,107,1,2023-04-16 08:08:30,R_9YwpE0pSi7h5SJ0,,,,,-33.8715,151.2006,anonymous,EN,2,2,1,2,3,2,3,1,2,3,,1,1,"1,2,3",2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 07:04:02,2023-04-09 07:06:38,4,103.252.202.163,38,155,0,2023-04-16 08:08:30,R_9yu2XYxxop58zGu,,,,,,,anonymous,EN,3,1,3,3,4,2,2,2,4,3,1,"1,3,4,11",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:53:31,2023-04-09 05:54:37,4,120.18.105.202,100,65,1,2023-04-16 08:08:30,R_ePTjC8Fnyc2UftA,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,4,3,2,1,3,2,4,4,3,"2,3",2,7,,,1,6,,,2,7,2,8,,,2,8,2,7,,,3,9,1,6,,,2,8,1,6,2,8,,,2,7,2,4,5,
2023-04-12 20:56:44,2023-04-12 20:58:28,4,43.252.112.166,100,103,1,2023-04-16 08:08:30,R_eR5sibBMLPCZIrQ,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,1,2,2,4,2,3,1,4,2,3,1,,,3,10,,,2,7,,,,,3,10,,,,,3,10,,,,,3,10,,,,,,,2,8,,,,,,
2023-04-09 05:38:22,2023-04-09 05:40:29,4,120.18.157.86,100,126,1,2023-04-16 08:08:30,R_0NGkQNjvMNpgeQ6,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,4,2,4,2,1,3,4,"1,2",1,2,1,6,,,,,,,1,6,,,,,1,6,,,,,1,6,,,,,1,6,,,,,,,1,6,,,,
2023-04-15 22:42:47,2023-04-15 22:44:00,4,103.120.10.196,100,72,1,2023-04-16 08:08:30,R_6ndD2vj6IciSLj0,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,2,3,4,2,2,2,1,4,3,1,1,"1,2",2,7,1,4,,,1,4,2,8,,,1,4,2,7,,,1,4,2,7,,,1,3,2,7,,,,,1,4,2,7,,,,
2023-04-09 06:29:13,2023-04-09 06:29:21,4,119.148.98.22,3,6,0,2023-04-16 08:08:30,R_8IzJBycMLeXrYiy,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 06:58:51,2023-04-09 06:59:13,4,120.18.12.175,9,21,0,2023-04-16 08:08:30,R_8wW3CWCIY13CuAS,,,,,,,anonymous,EN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09 05:57:19,2023-04-09 05:58:07,4,120.18.105.202,100,48,1,2023-04-16 08:08:30,R_9ueOTvz4bHXa6uG,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,3,2,1,3,2,4,3,2,3,,,,,1,5,,,,,1,4,,,,,1,5,,,,,2,8,,,,,2,8,2,7,,,,,3,4,5,
2023-04-12 02:58:05,2023-04-12 02:59:30,4,103.120.10.196,100,85,1,2023-04-16 08:08:30,R_afwyxNWz690MkDA,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,4,3,2,2,2,1,3,4,2,2,"1,2",2,8,1,6,,,2,8,1,6,,,2,8,1,6,,,2,7,2,7,,,1,6,2,7,,,,,1,6,2,7,,,,
2023-04-10 03:05:04,2023-04-10 03:06:16,4,120.17.159.215,100,72,1,2023-04-16 08:08:30,R_b9tNZQGsmZOSpr8,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,3,2,1,4,2,3,2,3,1,,,1,2,,,1,5,,,,,1,6,,,,,2,8,,,,,2,7,,,,,,,1,6,,,,,,
2023-04-12 21:17:08,2023-04-12 21:18:34,4,103.120.10.196,100,86,1,2023-04-16 08:08:30,R_bd5iHHcOLeGUmkS,,,,,-33.8715,151.2006,anonymous,EN,3,2,4,3,3,2,2,1,3,2,4,11,2,"1,2,3",2,7,1,4,2,8,1,5,2,7,2,8,1,6,1,6,2,7,1,4,1,6,2,7,1,5,1,6,1,6,1,6,1,4,2,7,,,,
2023-04-09 06:00:49,2023-04-09 06:01:52,4,120.18.105.202,100,63,1,2023-04-16 08:08:30,R_cMvbB5VzLanCNSK,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,4,3,2,1,4,2,3,1,2,"2,3",2,8,,,3,9,,,2,7,2,8,,,2,7,2,7,,,1,6,1,6,,,2,8,2,8,3,9,,,3,9,,,,
2023-04-12 21:02:04,2023-04-12 21:03:51,4,103.120.10.196,100,106,1,2023-04-16 08:08:30,R_cOv1E963e6wPJ3M,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,4,1,2,3,1,2,4,3,3,"1,2",1,6,1,4,,,1,3,2,7,,,1,5,2,8,,,1,4,2,8,,,1,5,2,7,,,,,1,3,3,9,2,4,4,
2023-04-09 04:08:15,2023-04-09 04:10:10,4,,100,115,1,2023-04-16 08:08:30,R_cXUTnEhuMyAM0QK,,,,,-33.8715,151.2006,preview,EN,3,2,4,3,2,3,2,1,3,2,4,4,4,"1,2",3,9,3,9,,,2,8,2,7,,,3,9,2,7,,,2,7,3,9,,,3,9,1,6,,,,,3,9,1,5,4,4,2,
2023-04-09 06:45:38,2023-04-09 06:48:29,4,202.7.250.166,100,171,1,2023-04-16 08:08:30,R_3loXP9gQTGT08tM,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,2,4,1,3,2,4,"1,11",1,"1,2",1,6,1,6,,,1,5,1,5,,,2,7,2,7,,,1,0,1,0,,,1,3,1,3,,,,,1,6,1,5,,,,
2023-04-09 06:00:50,2023-04-09 06:03:20,4,120.18.24.197,100,149,1,2023-04-16 08:08:30,R_8wy94muluQ41mlw,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,2,2,2,1,3,4,1,1,2,1,6,,,,,,,1,5,,,,,1,6,,,,,1,5,,,,,1,5,,,,,,,1,4,,,,
2023-04-12 20:55:38,2023-04-12 20:56:25,4,103.120.10.196,100,46,1,2023-04-16 08:08:30,R_2gDUZVH4e5Y162q,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,2,1,2,3,2,4,1,"2,11",2,3,,,,,2,8,,,,,2,8,,,,,2,8,,,,,2,8,,,,,2,8,2,8,,,,,,,,
2023-04-09 05:47:14,2023-04-09 05:48:29,4,120.18.157.86,100,75,1,2023-04-16 08:08:30,R_5v6tqVQJ4b6yUVE,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,4,2,3,2,3,1,4,"1,2,3",1,"1,2",1,5,1,4,,,1,6,1,4,,,2,7,1,4,,,1,4,2,7,,,1,4,1,6,,,,,1,4,1,4,4,4,4,
2023-04-10 04:34:40,2023-04-10 04:35:44,4,124.170.179.144,100,63,1,2023-04-16 08:08:30,R_5vtBNmZbq0tNJpY,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,2,1,4,1,2,3,4,1,1,"1,2",1,6,1,6,,,1,5,2,7,,,1,6,2,7,,,1,5,2,7,,,1,5,2,7,,,,,1,5,2,7,,,,
2023-04-09 05:40:22,2023-04-09 05:41:20,4,120.18.105.202,100,58,1,2023-04-16 08:08:30,R_6tx1V24zkOd47hs,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,4,4,2,4,1,3,2,4,"3,4",4,2,3,9,,,,,,,3,9,,,,,3,9,,,,,2,7,,,,,2,7,,,,,,,2,8,2,5,3,
2023-04-09 06:02:02,2023-04-09 06:03:10,4,120.18.105.202,100,67,1,2023-04-16 08:08:30,R_7OtPQD9U4GfgZO6,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,3,3,1,2,4,3,"1,2,3,4",2,"1,2,3",1,6,3,9,3,9,3,9,3,9,3,9,2,8,3,9,3,10,1,6,3,9,3,9,1,6,2,8,3,9,1,6,2,7,3,9,3,4,5,
2023-04-09 05:53:41,2023-04-09 05:54:35,4,120.18.157.86,100,54,1,2023-04-16 08:08:30,R_8kw9FjmNfASH31Q,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,2,2,1,5,2,4,1,3,1,1,2,2,7,,,,,,,1,6,,,,,2,7,,,,,1,5,,,,,1,5,,,,,,,1,4,,,,
2023-04-09 08:15:45,2023-04-10 03:05:01,4,120.17.159.215,100,67755,1,2023-04-16 08:08:30,R_8udmTEGDINhekB0,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,3,3,4,1,3,2,4,2,3,2,3,9,,,,,,,3,9,,,,,3,9,,,,,3,9,,,,,3,9,,,,,,,3,9,,,,
2023-04-09 05:47:39,2023-04-09 05:48:24,4,120.18.105.202,100,44,1,2023-04-16 08:08:30,R_e3svV0YfHB0CAKy,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,2,1,2,3,1,2,4,1,1,2,1,4,,,,,,,1,4,,,,,1,3,,,,,1,3,,,,,1,4,,,,,,,2,8,,,,
2023-04-09 06:03:25,2023-04-09 06:04:09,4,120.18.105.202,100,44,1,2023-04-16 08:08:30,R_eCZLwYIz3ig5bSK,,,,,-33.8715,151.2006,anonymous,EN,3,2,2,3,4,2,1,1,3,2,4,4,2,"1,2",3,9,2,8,,,3,9,2,7,,,3,9,1,6,,,3,10,2,7,,,3,10,2,8,,,,,2,8,2,8,4,3,2,
2023-04-09 05:45:53,2023-04-09 05:46:48,4,120.18.105.202,100,55,1,2023-04-16 08:08:30,R_03rNGPBNAHdwnNs,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,2,4,3,2,3,1,2,4,4,3,2,2,8,,,,,,,2,7,,,,,2,7,,,,,2,7,,,,,2,7,,,,,,,2,7,1,5,4,
2023-04-09 07:04:02,2023-04-09 07:06:38,4,103.252.202.163,38,155,0,2023-04-16 08:08:30,R_0v7Qh8Fc3QB4MJM,,,,,,,anonymous,EN,3,1,3,3,4,2,2,2,4,3,1,"1,3,4,11",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15 22:42:47,2023-04-15 22:44:00,4,103.120.10.196,100,72,1,2023-04-16 08:08:30,R_1RHZHhofJFFJCN8,,,,,-33.8715,151.2006,anonymous,ZH-S,3,2,2,3,4,2,2,2,1,4,3,1,1,"1,2",2,7,1,4,,,1,4,2,8,,,1,4,2,7,,,1,4,2,7,,,1,3,2,7,,,,,1,4,2,7,,,,
2023-04-10 03:05:04,2023-04-10 03:06:16,4,120.17.159.215,100,72,1,2023-04-16 08:08:30,R_3kOwL7dIVeNgRdY,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,4,3,2,1,4,2,3,2,3,1,,,1,2,,,1,5,,,,,1,6,,,,,2,8,,,,,2,7,,,,,,,1,6,,,,,,
2023-04-09 06:02:28,2023-04-09 06:03:30,4,120.18.157.86,100,61,1,2023-04-16 08:08:30,R_3w1LXZSBzaaoBbE,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,4,3,2,2,3,2,4,1,2,2,2,1,6,,,,,,,1,5,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-10 04:35:50,2023-04-10 04:37:10,4,124.170.179.144,100,79,1,2023-04-16 08:08:30,R_3ykiNoP0EpWGVBY,,,,,-33.8715,151.2006,anonymous,EN,3,2,3,3,3,1,4,2,3,1,4,"1,2",1,2,1,6,,,,,,,1,6,,,,,1,5,,,,,1,5,,,,,1,5,,,,,,,1,5,,,,
2023-04-12 21:02:04,2023-04-12 21:03:51,4,103.120.10.196,100,106,1,2023-04-16 08:08:30,R_5zrIyoAdHZHDtjw,,,,,-33.8715,151.2006,anonymous,EN,3,2,1,2,4,1,2,3,1,2,4,3,3,"1,2",1,6,1,4,,,1,3,2,7,,,1,5,2,8,,,1,4,2,8,,,1,5,2,7,,,,,1,3,3,9,2,4,4,
